Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 02:17:58.795000,ALB,23,0 days 00:01:24.083000,52.0,4.0,,,0 days 00:00:29.738000,0 days 00:00:30.555000,0 days 00:00:23.790000,0 days 02:17:04.436000,0 days 02:17:34.991000,0 days 02:17:58.781000,276.0,233.0,246.0,285.0,False,SOFT,12.0,True,Williams,0 days 02:16:34.712000,2022-07-31 14:17:35.090,1,18.0,False,,False,True
0 days 02:19:23.416000,ALB,23,0 days 00:01:24.621000,53.0,4.0,,,0 days 00:00:29.913000,0 days 00:00:30.985000,0 days 00:00:23.723000,0 days 02:18:28.694000,0 days 02:18:59.679000,0 days 02:19:23.402000,274.0,234.0,248.0,287.0,False,SOFT,13.0,True,Williams,0 days 02:17:58.795000,2022-07-31 14:18:59.173,1,18.0,False,,False,True
0 days 02:20:49.343000,ALB,23,0 days 00:01:25.927000,54.0,4.0,,,0 days 00:00:30.525000,0 days 00:00:31.547000,0 days 00:00:23.855000,0 days 02:19:53.927000,0 days 02:20:25.474000,0 days 02:20:49.329000,267.0,234.0,253.0,,False,SOFT,14.0,True,Williams,0 days 02:19:23.416000,2022-07-31 14:20:23.794,1,18.0,False,,False,True
0 days 02:22:14.887000,ALB,23,0 days 00:01:25.544000,55.0,4.0,,,0 days 00:00:30.008000,0 days 00:00:31.535000,0 days 00:00:24.001000,0 days 02:21:19.337000,0 days 02:21:50.872000,0 days 02:22:14.873000,265.0,232.0,253.0,310.0,False,SOFT,15.0,True,Williams,0 days 02:20:49.343000,2022-07-31 14:21:49.721,1,18.0,False,,False,True
0 days 02:23:39.401000,ALB,23,0 days 00:01:24.514000,56.0,4.0,,,0 days 00:00:29.738000,0 days 00:00:31.030000,0 days 00:00:23.746000,0 days 02:22:44.611000,0 days 02:23:15.641000,0 days 02:23:39.387000,271.0,232.0,245.0,303.0,False,SOFT,16.0,True,Williams,0 days 02:22:14.887000,2022-07-31 14:23:15.265,1,17.0,False,,False,True
0 days 02:25:04.567000,ALB,23,0 days 00:01:25.166000,57.0,4.0,,,0 days 00:00:30.072000,0 days 00:00:31.231000,0 days 00:00:23.863000,0 days 02:24:09.459000,0 days 02:24:40.690000,0 days 02:25:04.553000,278.0,233.0,247.0,283.0,False,SOFT,17.0,True,Williams,0 days 02:23:39.401000,2022-07-31 14:24:39.779,1,17.0,True,TRACK LIMITS AT TURN 7 LAP 57 ,False,True
0 days 02:26:29.815000,ALB,23,0 days 00:01:25.248000,58.0,4.0,,,0 days 00:00:30.320000,0 days 00:00:31.047000,0 days 00:00:23.881000,0 days 02:25:34.873000,0 days 02:26:05.920000,0 days 02:26:29.801000,,233.0,245.0,281.0,False,SOFT,18.0,True,Williams,0 days 02:25:04.567000,2022-07-31 14:26:04.945,1,18.0,False,,False,True
0 days 02:27:54.952000,ALB,23,0 days 00:01:25.137000,59.0,4.0,,,0 days 00:00:30.100000,0 days 00:00:31.069000,0 days 00:00:23.968000,0 days 02:26:59.901000,0 days 02:27:30.970000,0 days 02:27:54.938000,277.0,233.0,245.0,284.0,False,SOFT,19.0,True,Williams,0 days 02:26:29.815000,2022-07-31 14:27:30.193,1,18.0,False,,False,True
0 days 02:29:20.014000,ALB,23,0 days 00:01:25.062000,60.0,4.0,,,0 days 00:00:30.170000,0 days 00:00:30.891000,0 days 00:00:24.001000,0 days 02:28:25.108000,0 days 02:28:55.999000,0 days 02:29:20,279.0,231.0,246.0,282.0,False,SOFT,20.0,True,Williams,0 days 02:27:54.952000,2022-07-31 14:28:55.330,1,18.0,False,,False,True
0 days 02:30:45.100000,ALB,23,0 days 00:01:25.086000,61.0,4.0,,,0 days 00:00:29.967000,0 days 00:00:31.068000,0 days 00:00:24.051000,0 days 02:29:49.967000,0 days 02:30:21.035000,0 days 02:30:45.086000,,233.0,247.0,284.0,False,SOFT,21.0,True,Williams,0 days 02:29:20.014000,2022-07-31 14:30:20.392,1,18.0,False,,False,True
0 days 02:32:10.440000,ALB,23,0 days 00:01:25.340000,62.0,4.0,,,0 days 00:00:29.975000,0 days 00:00:31.229000,0 days 00:00:24.136000,0 days 02:31:15.061000,0 days 02:31:46.290000,0 days 02:32:10.426000,278.0,234.0,244.0,285.0,False,SOFT,22.0,True,Williams,0 days 02:30:45.100000,2022-07-31 14:31:45.478,1,18.0,False,,False,True
0 days 02:33:35.900000,ALB,23,0 days 00:01:25.460000,63.0,4.0,,,0 days 00:00:30.071000,0 days 00:00:31.127000,0 days 00:00:24.262000,0 days 02:32:40.497000,0 days 02:33:11.624000,0 days 02:33:35.886000,279.0,233.0,245.0,283.0,False,SOFT,23.0,True,Williams,0 days 02:32:10.440000,2022-07-31 14:33:10.818,1,18.0,False,,False,True
0 days 02:35:01.685000,ALB,23,0 days 00:01:25.785000,64.0,4.0,,,0 days 00:00:30.102000,0 days 00:00:31.252000,0 days 00:00:24.431000,0 days 02:34:05.988000,0 days 02:34:37.240000,0 days 02:35:01.671000,278.0,234.0,244.0,284.0,False,SOFT,24.0,True,Williams,0 days 02:33:35.900000,2022-07-31 14:34:36.278,1,18.0,False,,False,True
0 days 02:36:28.062000,ALB,23,0 days 00:01:26.377000,65.0,4.0,,,0 days 00:00:30.362000,0 days 00:00:31.720000,0 days 00:00:24.295000,0 days 02:35:32.033000,0 days 02:36:03.753000,0 days 02:36:28.048000,277.0,234.0,245.0,281.0,False,SOFT,25.0,True,Williams,0 days 02:35:01.685000,2022-07-31 14:36:02.063,1,18.0,False,,False,True
0 days 02:38:02.189000,ALB,23,0 days 00:01:34.127000,66.0,4.0,,,0 days 00:00:30.609000,0 days 00:00:32.326000,0 days 00:00:31.192000,0 days 02:36:58.657000,0 days 02:37:30.983000,0 days 02:38:02.175000,278.0,230.0,172.0,283.0,False,SOFT,26.0,True,Williams,0 days 02:36:28.062000,2022-07-31 14:37:28.440,126,17.0,False,,False,False
0 days 02:39:51.734000,ALB,23,0 days 00:01:49.545000,67.0,4.0,,,0 days 00:00:41.060000,0 days 00:00:39.569000,0 days 00:00:28.916000,0 days 02:38:43.235000,0 days 02:39:22.804000,0 days 02:39:51.720000,241.0,200.0,244.0,216.0,False,SOFT,27.0,True,Williams,0 days 02:38:02.189000,2022-07-31 14:39:02.567,671,17.0,False,,False,False
0 days 02:41:20.355000,ALB,23,0 days 00:01:28.621000,68.0,4.0,,,0 days 00:00:31.409000,0 days 00:00:32.473000,0 days 00:00:24.739000,0 days 02:40:23.129000,0 days 02:40:55.602000,0 days 02:41:20.341000,272.0,229.0,247.0,283.0,False,SOFT,28.0,True,Williams,0 days 02:39:51.734000,2022-07-31 14:40:52.112,1,16.0,False,,False,True
0 days 02:42:48.840000,ALB,23,0 days 00:01:28.485000,69.0,4.0,,,0 days 00:00:30.848000,0 days 00:00:32.007000,0 days 00:00:25.630000,0 days 02:41:51.189000,0 days 02:42:23.196000,0 days 02:42:48.826000,277.0,231.0,243.0,285.0,False,SOFT,29.0,True,Williams,0 days 02:41:20.355000,2022-07-31 14:42:20.733,1,17.0,False,,False,True
0 days 01:03:55.138000,ZHO,24,,1.0,1.0,,,,0 days 00:00:34.524000,0 days 00:00:34.950000,,0 days 01:03:20.331000,0 days 01:03:55.308000,220.0,227.0,69.0,259.0,False,MEDIUM,1.0,True,Alfa Romeo,0 days 01:02:05.807000,2022-07-31 13:03:06.185,126,17.0,False,,False,False
0 days 01:05:45.948000,ZHO,24,0 days 00:01:50.810000,2.0,1.0,,,0 days 00:00:46.205000,0 days 00:00:34.983000,0 days 00:00:29.622000,0 days 01:04:41.354000,0 days 01:05:16.337000,0 days 01:05:45.959000,232.0,204.0,171.0,107.0,True,MEDIUM,2.0,True,Alfa Romeo,0 days 01:03:55.138000,2022-07-31 13:04:55.516,67,17.0,False,,False,False
0 days 01:07:14.705000,ZHO,24,0 days 00:01:28.757000,3.0,1.0,,,0 days 00:00:33.158000,0 days 00:00:31.528000,0 days 00:00:24.071000,0 days 01:06:19.117000,0 days 01:06:50.645000,0 days 01:07:14.716000,267.0,231.0,245.0,249.0,True,MEDIUM,3.0,True,Alfa Romeo,0 days 01:05:45.948000,2022-07-31 13:06:46.326,71,17.0,False,,False,False
0 days 01:08:40.110000,ZHO,24,0 days 00:01:25.405000,4.0,1.0,,,0 days 00:00:30.251000,0 days 00:00:31.344000,0 days 00:00:23.810000,0 days 01:07:44.967000,0 days 01:08:16.311000,0 days 01:08:40.121000,259.0,231.0,249.0,296.0,True,MEDIUM,4.0,True,Alfa Romeo,0 days 01:07:14.705000,2022-07-31 13:08:15.083,1,17.0,False,,False,True
0 days 01:10:05.441000,ZHO,24,0 days 00:01:25.331000,5.0,1.0,,,0 days 00:00:30.253000,0 days 00:00:31.163000,0 days 00:00:23.915000,0 days 01:09:10.374000,0 days 01:09:41.537000,0 days 01:10:05.452000,266.0,233.0,247.0,298.0,True,MEDIUM,5.0,True,Alfa Romeo,0 days 01:08:40.110000,2022-07-31 13:09:40.488,1,17.0,False,,False,True
0 days 01:11:30.841000,ZHO,24,0 days 00:01:25.400000,6.0,1.0,,,0 days 00:00:30.121000,0 days 00:00:31.105000,0 days 00:00:24.174000,0 days 01:10:35.573000,0 days 01:11:06.678000,0 days 01:11:30.852000,270.0,230.0,245.0,296.0,False,MEDIUM,6.0,True,Alfa Romeo,0 days 01:10:05.441000,2022-07-31 13:11:05.819,1,17.0,False,,False,True
0 days 01:12:56.258000,ZHO,24,0 days 00:01:25.417000,7.0,1.0,,,0 days 00:00:30.293000,0 days 00:00:31.038000,0 days 00:00:24.086000,0 days 01:12:01.145000,0 days 01:12:32.183000,0 days 01:12:56.269000,272.0,233.0,246.0,295.0,False,MEDIUM,7.0,True,Alfa Romeo,0 days 01:11:30.841000,2022-07-31 13:12:31.219,1,16.0,False,,False,True
0 days 01:14:21.979000,ZHO,24,0 days 00:01:25.721000,8.0,1.0,,,0 days 00:00:30.294000,0 days 00:00:31.265000,0 days 00:00:24.162000,0 days 01:13:26.563000,0 days 01:13:57.828000,0 days 01:14:21.990000,271.0,229.0,241.0,297.0,False,MEDIUM,8.0,True,Alfa Romeo,0 days 01:12:56.258000,2022-07-31 13:13:56.636,1,16.0,False,,False,True
0 days 01:15:47.759000,ZHO,24,0 days 00:01:25.780000,9.0,1.0,,,0 days 00:00:30.644000,0 days 00:00:31.120000,0 days 00:00:24.016000,0 days 01:14:52.634000,0 days 01:15:23.754000,0 days 01:15:47.770000,268.0,229.0,240.0,282.0,False,MEDIUM,9.0,True,Alfa Romeo,0 days 01:14:21.979000,2022-07-31 13:15:22.357,1,16.0,False,,False,True
0 days 01:17:13.458000,ZHO,24,0 days 00:01:25.699000,10.0,1.0,,,0 days 00:00:30.562000,0 days 00:00:31.125000,0 days 00:00:24.012000,0 days 01:16:18.332000,0 days 01:16:49.457000,0 days 01:17:13.469000,269.0,233.0,248.0,277.0,False,MEDIUM,10.0,True,Alfa Romeo,0 days 01:15:47.759000,2022-07-31 13:16:48.137,1,16.0,False,,False,True
0 days 01:18:39.280000,ZHO,24,0 days 00:01:25.822000,11.0,1.0,,,0 days 00:00:30.344000,0 days 00:00:31.332000,0 days 00:00:24.146000,0 days 01:17:43.813000,0 days 01:18:15.145000,0 days 01:18:39.291000,271.0,233.0,247.0,298.0,False,MEDIUM,11.0,True,Alfa Romeo,0 days 01:17:13.458000,2022-07-31 13:18:13.836,1,16.0,False,,False,True
0 days 01:20:05.813000,ZHO,24,0 days 00:01:26.533000,12.0,1.0,,,0 days 00:00:30.799000,0 days 00:00:31.543000,0 days 00:00:24.191000,0 days 01:19:10.090000,0 days 01:19:41.633000,0 days 01:20:05.824000,267.0,231.0,248.0,301.0,False,MEDIUM,12.0,True,Alfa Romeo,0 days 01:18:39.280000,2022-07-31 13:19:39.658,1,16.0,False,,False,True
0 days 01:21:31.724000,ZHO,24,0 days 00:01:25.911000,13.0,1.0,,,0 days 00:00:30.506000,0 days 00:00:31.109000,0 days 00:00:24.296000,0 days 01:20:36.330000,0 days 01:21:07.439000,0 days 01:21:31.735000,265.0,230.0,241.0,302.0,False,MEDIUM,13.0,True,Alfa Romeo,0 days 01:20:05.813000,2022-07-31 13:21:06.191,1,15.0,False,,False,True
0 days 01:22:57.657000,ZHO,24,0 days 00:01:25.933000,14.0,1.0,,,0 days 00:00:30.674000,0 days 00:00:31.010000,0 days 00:00:24.249000,0 days 01:22:02.409000,0 days 01:22:33.419000,0 days 01:22:57.668000,,231.0,242.0,281.0,False,MEDIUM,14.0,True,Alfa Romeo,0 days 01:21:31.724000,2022-07-31 13:22:32.102,1,14.0,False,,False,True
0 days 01:24:23.319000,ZHO,24,0 days 00:01:25.662000,15.0,1.0,,,0 days 00:00:30.450000,0 days 00:00:31.125000,0 days 00:00:24.087000,0 days 01:23:28.118000,0 days 01:23:59.243000,0 days 01:24:23.330000,271.0,233.0,247.0,280.0,False,MEDIUM,15.0,True,Alfa Romeo,0 days 01:22:57.657000,2022-07-31 13:23:58.035,1,12.0,False,,False,True
0 days 01:25:48.564000,ZHO,24,0 days 00:01:25.245000,16.0,1.0,,,0 days 00:00:30.086000,0 days 00:00:31.202000,0 days 00:00:23.957000,0 days 01:24:53.416000,0 days 01:25:24.618000,0 days 01:25:48.575000,268.0,231.0,240.0,291.0,True,MEDIUM,16.0,True,Alfa Romeo,0 days 01:24:23.319000,2022-07-31 13:25:23.697,1,11.0,False,,False,True
0 days 01:27:14.021000,ZHO,24,0 days 00:01:25.457000,17.0,1.0,,,0 days 00:00:30.474000,0 days 00:00:31.045000,0 days 00:00:23.938000,0 days 01:26:19.049000,0 days 01:26:50.094000,0 days 01:27:14.032000,271.0,234.0,240.0,277.0,False,MEDIUM,17.0,True,Alfa Romeo,0 days 01:25:48.564000,2022-07-31 13:26:48.942,1,11.0,False,,False,True
0 days 01:28:39.946000,ZHO,24,0 days 00:01:25.925000,18.0,1.0,,,0 days 00:00:30.606000,0 days 00:00:31.214000,0 days 00:00:24.105000,0 days 01:27:44.638000,0 days 01:28:15.852000,0 days 01:28:39.957000,270.0,232.0,240.0,,False,MEDIUM,18.0,True,Alfa Romeo,0 days 01:27:14.021000,2022-07-31 13:28:14.399,1,11.0,False,,False,True
0 days 01:30:06.650000,ZHO,24,0 days 00:01:26.704000,19.0,1.0,,,0 days 00:00:30.693000,0 days 00:00:31.758000,0 days 00:00:24.253000,0 days 01:29:10.650000,0 days 01:29:42.408000,0 days 01:30:06.661000,,231.0,240.0,278.0,False,MEDIUM,19.0,True,Alfa Romeo,0 days 01:28:39.946000,2022-07-31 13:29:40.324,1,11.0,False,,False,True
0 days 01:31:33.370000,ZHO,24,0 days 00:01:26.720000,20.0,1.0,,,0 days 00:00:31.110000,0 days 00:00:31.419000,0 days 00:00:24.191000,0 days 01:30:37.771000,0 days 01:31:09.190000,0 days 01:31:33.381000,272.0,230.0,243.0,280.0,False,MEDIUM,20.0,True,Alfa Romeo,0 days 01:30:06.650000,2022-07-31 13:31:07.028,1,12.0,False,,False,True
0 days 01:33:00.100000,ZHO,24,0 days 00:01:26.730000,21.0,1.0,,,0 days 00:00:30.848000,0 days 00:00:31.516000,0 days 00:00:24.366000,0 days 01:32:04.229000,0 days 01:32:35.745000,0 days 01:33:00.111000,269.0,232.0,246.0,284.0,False,MEDIUM,21.0,True,Alfa Romeo,0 days 01:31:33.370000,2022-07-31 13:32:33.748,1,11.0,False,,False,True
0 days 01:34:25.938000,ZHO,24,0 days 00:01:25.838000,22.0,1.0,,,0 days 00:00:30.472000,0 days 00:00:31.185000,0 days 00:00:24.181000,0 days 01:33:30.583000,0 days 01:34:01.768000,0 days 01:34:25.949000,272.0,232.0,242.0,296.0,False,MEDIUM,22.0,True,Alfa Romeo,0 days 01:33:00.100000,2022-07-31 13:34:00.478,1,10.0,False,,False,True
0 days 01:35:51.550000,ZHO,24,0 days 00:01:25.612000,23.0,1.0,,,0 days 00:00:30.556000,0 days 00:00:31.056000,0 days 00:00:24,0 days 01:34:56.505000,0 days 01:35:27.561000,0 days 01:35:51.561000,270.0,233.0,240.0,278.0,False,MEDIUM,23.0,True,Alfa Romeo,0 days 01:34:25.938000,2022-07-31 13:35:26.316,1,10.0,False,,False,True
0 days 01:37:17.516000,ZHO,24,0 days 00:01:25.966000,24.0,1.0,,,0 days 00:00:30.484000,0 days 00:00:31.015000,0 days 00:00:24.467000,0 days 01:36:22.045000,0 days 01:36:53.060000,0 days 01:37:17.527000,271.0,233.0,241.0,280.0,False,MEDIUM,24.0,True,Alfa Romeo,0 days 01:35:51.550000,2022-07-31 13:36:51.928,1,9.0,False,,False,True
0 days 01:38:43.600000,ZHO,24,0 days 00:01:26.084000,25.0,1.0,,,0 days 00:00:30.491000,0 days 00:00:31.215000,0 days 00:00:24.378000,0 days 01:37:48.018000,0 days 01:38:19.233000,0 days 01:38:43.611000,269.0,232.0,240.0,278.0,False,MEDIUM,25.0,True,Alfa Romeo,0 days 01:37:17.516000,2022-07-31 13:38:17.894,1,9.0,False,,False,True
0 days 01:40:09.861000,ZHO,24,0 days 00:01:26.261000,26.0,1.0,,,0 days 00:00:30.497000,0 days 00:00:31.346000,0 days 00:00:24.418000,0 days 01:39:14.108000,0 days 01:39:45.454000,0 days 01:40:09.872000,272.0,230.0,238.0,279.0,False,MEDIUM,26.0,True,Alfa Romeo,0 days 01:38:43.600000,2022-07-31 13:39:43.978,1,8.0,False,,False,True
0 days 01:41:38.429000,ZHO,24,0 days 00:01:28.568000,27.0,1.0,,0 days 01:41:36.777000,0 days 00:00:30.480000,0 days 00:00:31.311000,0 days 00:00:26.777000,0 days 01:40:40.352000,0 days 01:41:11.663000,0 days 01:41:38.440000,269.0,231.0,,276.0,False,MEDIUM,27.0,True,Alfa Romeo,0 days 01:40:09.861000,2022-07-31 13:41:10.239,1,9.0,False,,False,False
0 days 01:43:26.001000,ZHO,24,0 days 00:01:47.572000,28.0,2.0,0 days 01:41:59.027000,,0 days 00:00:50.996000,0 days 00:00:32.040000,0 days 00:00:24.536000,0 days 01:42:29.436000,0 days 01:43:01.476000,0 days 01:43:26.012000,263.0,228.0,235.0,,False,HARD,1.0,True,Alfa Romeo,0 days 01:41:38.429000,2022-07-31 13:42:38.807,1,17.0,False,,False,False
0 days 01:44:51.586000,ZHO,24,0 days 00:01:25.585000,29.0,2.0,,,0 days 00:00:30.841000,0 days 00:00:30.988000,0 days 00:00:23.756000,0 days 01:43:56.853000,0 days 01:44:27.841000,0 days 01:44:51.597000,265.0,234.0,241.0,275.0,False,HARD,2.0,True,Alfa Romeo,0 days 01:43:26.001000,2022-07-31 13:44:26.379,1,17.0,False,,False,True
0 days 01:46:16.469000,ZHO,24,0 days 00:01:24.883000,30.0,2.0,,,0 days 00:00:30.283000,0 days 00:00:30.647000,0 days 00:00:23.953000,0 days 01:45:21.880000,0 days 01:45:52.527000,0 days 01:46:16.480000,272.0,234.0,243.0,277.0,True,HARD,3.0,True,Alfa Romeo,0 days 01:44:51.586000,2022-07-31 13:45:51.964,1,17.0,False,,False,True
0 days 01:47:41.656000,ZHO,24,0 days 00:01:25.187000,31.0,2.0,,,0 days 00:00:30.443000,0 days 00:00:30.951000,0 days 00:00:23.793000,0 days 01:46:46.923000,0 days 01:47:17.874000,0 days 01:47:41.667000,271.0,235.0,243.0,280.0,False,HARD,4.0,True,Alfa Romeo,0 days 01:46:16.469000,2022-07-31 13:47:16.847,1,17.0,False,,False,True
0 days 01:49:06.659000,ZHO,24,0 days 00:01:25.003000,32.0,2.0,,,0 days 00:00:30.363000,0 days 00:00:30.748000,0 days 00:00:23.892000,0 days 01:48:12.030000,0 days 01:48:42.778000,0 days 01:49:06.670000,272.0,235.0,249.0,,False,HARD,5.0,True,Alfa Romeo,0 days 01:47:41.656000,2022-07-31 13:48:42.034,1,17.0,False,,False,True
0 days 01:50:32.139000,ZHO,24,0 days 00:01:25.480000,33.0,2.0,,,0 days 00:00:30.311000,0 days 00:00:31.159000,0 days 00:00:24.010000,0 days 01:49:36.981000,0 days 01:50:08.140000,0 days 01:50:32.150000,270.0,235.0,249.0,296.0,False,HARD,6.0,True,Alfa Romeo,0 days 01:49:06.659000,2022-07-31 13:50:07.037,1,16.0,False,,False,True
0 days 01:51:57.661000,ZHO,24,0 days 00:01:25.522000,34.0,2.0,,,0 days 00:00:30.435000,0 days 00:00:31.052000,0 days 00:00:24.035000,0 days 01:51:02.585000,0 days 01:51:33.637000,0 days 01:51:57.672000,268.0,236.0,246.0,298.0,False,HARD,7.0,True,Alfa Romeo,0 days 01:50:32.139000,2022-07-31 13:51:32.517,12,16.0,False,,False,True
0 days 01:53:23.289000,ZHO,24,0 days 00:01:25.628000,35.0,2.0,,,0 days 00:00:30.154000,0 days 00:00:31.346000,0 days 00:00:24.128000,0 days 01:52:27.826000,0 days 01:52:59.172000,0 days 01:53:23.300000,270.0,235.0,247.0,294.0,False,HARD,8.0,True,Alfa Romeo,0 days 01:51:57.661000,2022-07-31 13:52:58.039,1,16.0,False,,False,True
0 days 01:54:48.402000,ZHO,24,0 days 00:01:25.113000,36.0,2.0,,,0 days 00:00:30.095000,0 days 00:00:31.142000,0 days 00:00:23.876000,0 days 01:53:53.395000,0 days 01:54:24.537000,0 days 01:54:48.413000,272.0,235.0,246.0,296.0,False,HARD,9.0,True,Alfa Romeo,0 days 01:53:23.289000,2022-07-31 13:54:23.667,1,16.0,False,,False,True
0 days 01:56:13.896000,ZHO,24,0 days 00:01:25.494000,37.0,2.0,,,0 days 00:00:30.425000,0 days 00:00:31.267000,0 days 00:00:23.802000,0 days 01:55:18.838000,0 days 01:55:50.105000,0 days 01:56:13.907000,,236.0,248.0,,False,HARD,10.0,True,Alfa Romeo,0 days 01:54:48.402000,2022-07-31 13:55:48.780,1,16.0,False,,False,True
0 days 01:57:39.222000,ZHO,24,0 days 00:01:25.326000,38.0,2.0,,,0 days 00:00:30.222000,0 days 00:00:31.089000,0 days 00:00:24.015000,0 days 01:56:44.129000,0 days 01:57:15.218000,0 days 01:57:39.233000,266.0,233.0,239.0,299.0,False,HARD,11.0,True,Alfa Romeo,0 days 01:56:13.896000,2022-07-31 13:57:14.274,1,15.0,False,,False,True
0 days 01:59:04.223000,ZHO,24,0 days 00:01:25.001000,39.0,2.0,,,0 days 00:00:30.373000,0 days 00:00:30.896000,0 days 00:00:23.732000,0 days 01:58:09.606000,0 days 01:58:40.502000,0 days 01:59:04.234000,,234.0,240.0,275.0,False,HARD,12.0,True,Alfa Romeo,0 days 01:57:39.222000,2022-07-31 13:58:39.600,1,15.0,False,,False,True
0 days 02:00:29.033000,ZHO,24,0 days 00:01:24.810000,40.0,2.0,,,0 days 00:00:30.299000,0 days 00:00:30.750000,0 days 00:00:23.761000,0 days 01:59:34.533000,0 days 02:00:05.283000,0 days 02:00:29.044000,270.0,232.0,240.0,274.0,True,HARD,13.0,True,Alfa Romeo,0 days 01:59:04.223000,2022-07-31 14:00:04.601,1,15.0,False,,False,True
0 days 02:01:54.124000,ZHO,24,0 days 00:01:25.091000,41.0,2.0,,,0 days 00:00:30.382000,0 days 00:00:30.843000,0 days 00:00:23.866000,0 days 02:00:59.426000,0 days 02:01:30.269000,0 days 02:01:54.135000,269.0,234.0,239.0,275.0,False,HARD,14.0,True,Alfa Romeo,0 days 02:00:29.033000,2022-07-31 14:01:29.411,12,15.0,False,,False,True
0 days 02:03:19.250000,ZHO,24,0 days 00:01:25.126000,42.0,2.0,,,0 days 00:00:30.313000,0 days 00:00:31.023000,0 days 00:00:23.790000,0 days 02:02:24.448000,0 days 02:02:55.471000,0 days 02:03:19.261000,,235.0,240.0,274.0,False,HARD,15.0,True,Alfa Romeo,0 days 02:01:54.124000,2022-07-31 14:02:54.502,1,15.0,False,,False,True
0 days 02:04:44.303000,ZHO,24,0 days 00:01:25.053000,43.0,2.0,,,0 days 00:00:30.363000,0 days 00:00:30.841000,0 days 00:00:23.849000,0 days 02:03:49.624000,0 days 02:04:20.465000,0 days 02:04:44.314000,,235.0,241.0,,False,HARD,16.0,True,Alfa Romeo,0 days 02:03:19.250000,2022-07-31 14:04:19.628,1,15.0,False,,False,True
0 days 02:06:09.452000,ZHO,24,0 days 00:01:25.149000,44.0,2.0,,,0 days 00:00:30.319000,0 days 00:00:30.781000,0 days 00:00:24.049000,0 days 02:05:14.633000,0 days 02:05:45.414000,0 days 02:06:09.463000,,236.0,241.0,277.0,False,HARD,17.0,True,Alfa Romeo,0 days 02:04:44.303000,2022-07-31 14:05:44.681,1,15.0,False,,False,True
0 days 02:07:34.729000,ZHO,24,0 days 00:01:25.277000,45.0,2.0,,,0 days 00:00:30.363000,0 days 00:00:31.171000,0 days 00:00:23.743000,0 days 02:06:39.826000,0 days 02:07:10.997000,0 days 02:07:34.740000,268.0,235.0,240.0,276.0,False,HARD,18.0,True,Alfa Romeo,0 days 02:06:09.452000,2022-07-31 14:07:09.830,1,15.0,False,,False,True
0 days 02:08:59.996000,ZHO,24,0 days 00:01:25.267000,46.0,2.0,,,0 days 00:00:30.397000,0 days 00:00:31.040000,0 days 00:00:23.830000,0 days 02:08:05.137000,0 days 02:08:36.177000,0 days 02:09:00.007000,270.0,233.0,241.0,,False,HARD,19.0,True,Alfa Romeo,0 days 02:07:34.729000,2022-07-31 14:08:35.107,1,15.0,False,,False,True
0 days 02:10:29.097000,ZHO,24,0 days 00:01:29.101000,47.0,2.0,,,0 days 00:00:30.566000,0 days 00:00:32.511000,0 days 00:00:26.024000,0 days 02:09:30.573000,0 days 02:10:03.084000,0 days 02:10:29.108000,271.0,227.0,246.0,275.0,False,HARD,20.0,True,Alfa Romeo,0 days 02:08:59.996000,2022-07-31 14:10:00.374,12,12.0,False,,False,True
0 days 02:11:56.904000,ZHO,24,0 days 00:01:27.807000,48.0,2.0,,,0 days 00:00:31.119000,0 days 00:00:32.502000,0 days 00:00:24.186000,0 days 02:11:00.227000,0 days 02:11:32.729000,0 days 02:11:56.915000,274.0,231.0,243.0,297.0,False,HARD,21.0,True,Alfa Romeo,0 days 02:10:29.097000,2022-07-31 14:11:29.475,1,13.0,False,,False,True
0 days 02:13:24.125000,ZHO,24,0 days 00:01:27.221000,49.0,2.0,,,0 days 00:00:31.937000,0 days 00:00:31.149000,0 days 00:00:24.135000,0 days 02:12:28.852000,0 days 02:13:00.001000,0 days 02:13:24.136000,270.0,235.0,241.0,281.0,False,HARD,22.0,True,Alfa Romeo,0 days 02:11:56.904000,2022-07-31 14:12:57.282,1,14.0,False,,False,True
0 days 02:14:51.875000,ZHO,24,0 days 00:01:27.750000,50.0,2.0,,,0 days 00:00:30.587000,0 days 00:00:33.156000,0 days 00:00:24.007000,0 days 02:13:54.723000,0 days 02:14:27.879000,0 days 02:14:51.886000,272.0,234.0,242.0,278.0,False,HARD,23.0,True,Alfa Romeo,0 days 02:13:24.125000,2022-07-31 14:14:24.503,1,14.0,False,,False,True
0 days 02:16:22.116000,ZHO,24,0 days 00:01:30.241000,51.0,2.0,,0 days 02:16:20.389000,0 days 00:00:30.970000,0 days 00:00:32.680000,0 days 00:00:26.591000,0 days 02:15:22.856000,0 days 02:15:55.536000,0 days 02:16:22.127000,274.0,232.0,,277.0,False,HARD,24.0,True,Alfa Romeo,0 days 02:14:51.875000,2022-07-31 14:15:52.253,1,15.0,False,,False,False
